#NAME SDSSID RA DEC R_PET R_PET_ERR I_MOD I_MOD_ERR G_MOD G_MOD_ERR N_FIRST FIRST_TOTINTFLUX N_NVSS NVSS_TOTINTFLUX Z QOP ZSOURCE OIII_SN EW_OIII VISCLASS BESTCLASS HI_COMP ZSOURCE_TARGET DISAGREE_GAMA NAME RA_deg DEC_deg W1 W1err W2 W2err W3 W3err W4 W4err
J110459.12+041728.1 588010358543351885 166.24637 4.29114 14.290 0.003 13.972 0.002 14.994 0.003 1 3.86 1 4.800 0.02549 5 SDSS 20.60 1.16 NA SF 1 -1 -1 J110459.12+041728.1 166.246370 4.291140 11.722 0.023 11.466 0.022 7.179 0.017 4.238 0.029
J110459.65+035215.5 588010358006481392 166.24857 3.87098 20.288 0.091 19.461 0.029 22.191 0.190 1 1.31 0 -99.000 0.49096 4 WiggleZ -0.07 -0.05 Aa LERG 1 1 -1 J110459.65+035215.5 166.248570 3.870980 15.259 0.042 15.085 0.093 12.334 0.000 8.480 0.000
J110503.47+070920.3 587732578312519800 166.26447 7.15566 19.283 0.029 19.050 0.018 19.616 0.015 1 15.16 1 15.400 2.58710 3 SDSS .. .. AeB AeB 1 -1 -1 J110503.47+070920.3 166.264470 7.155660 15.523 0.044 14.523 0.056 11.291 0.168 8.638 0.000
J110503.54+051346.9 587728880882483422 166.26476 5.22970 19.172 0.038 18.515 0.017 20.755 0.053 1 1.71 1 2.600 0.31503 4 WiggleZ -4.85 -4.70 Aa LERG 1 1 -1 J110503.54+051346.9 166.264760 5.229700 15.274 0.042 15.059 0.088 12.343 0.000 8.704 0.000
J110507.00+031830.8 587726033853153708 166.27918 3.30856 19.811 0.058 19.088 0.025 21.359 0.083 1 6.79 1 7.100 0.55963 5 WiggleZ -0.41 -0.24 Aa LERG 1 1 -1 J110507.00+031830.8 166.279180 3.308560 15.528 0.046 15.249 0.097 12.563 0.510 8.591 0.000
J110511.47+042147.5 587728879808741930 166.29779 4.36322 20.705 0.162 19.522 0.045 21.944 0.204 1 3.28 1 5.200 0.71606 3 WiggleZ -0.27 -0.21 Aa LERG 1 1 -1 J110511.47+042147.5 166.297790 4.363220 15.331 0.042 15.268 0.094 12.444 0.000 8.607 0.000
J110514.27+010908.1 588848901517279276 166.30949 1.15227 18.519 0.012 18.465 0.012 18.645 0.008 3 82.31 1 83.700 1.45161 4 SDSS .. .. AeB AeB 1 -1 -1 J110514.27+010908.1 166.309490 1.152270 15.215 0.039 13.991 0.044 11.026 0.136 8.252 0.000
J110515.80+070159.0 587732702331666758 166.31586 7.03307 20.662 0.114 19.701 0.033 22.239 0.164 2 9.34 1 10.300 0.44361 4 WiggleZ 0.11 0.12 Aa LERG 1 1 -1 J110515.80+070159.0 166.315860 7.033070 15.757 0.052 15.806 0.151 12.397 0.000 8.857 0.000
J110517.09+052430.6 588010360154030212 166.32123 5.40851 16.915 0.017 16.473 0.006 17.418 0.008 1 3.20 1 2.700 0.14038 5 SDSS 38.10 11.20 NA SF 1 -1 -1 J110517.09+052430.6 166.321230 5.408510 14.031 0.027 13.654 0.035 9.565 0.043 7.690 0.172
J110520.66+005317.1 587722984418443349 166.33611 0.88811 15.753 0.006 15.299 0.003 16.578 0.004 1 1.69 1 2.500 0.09609 5 SDSS 5.04 0.75 NA LERG 1 -1 -1 J110520.66+005317.1 166.336110 0.888110 13.086 0.031 13.028 0.035 11.641 0.000 8.388 0.000
J110524.88+071041.8 587732578312585522 166.35367 7.17828 19.594 0.098 18.722 0.026 21.249 0.104 1 1.70 1 2.400 0.44210 4 WiggleZ 2.61 1.43 Aa LERG 1 1 -1 J110524.88+071041.8 166.353670 7.178280 15.032 0.036 14.753 0.063 12.548 0.493 8.364 0.000
J110530.86+054316.0 587728881419419859 166.37860 5.72112 18.759 0.032 18.023 0.013 20.414 0.047 1 3.04 1 4.509 0.37448 5 SDSS 0.63 0.18 NA LERG 1 -1 -1 J110530.86+054316.0 166.378600 5.721120 14.662 0.032 14.385 0.050 11.849 0.000 9.112 0.000
J110531.01+043902.8 588010359080288476 166.37924 4.65079 19.427 0.074 18.679 0.021 20.987 0.076 1 1.50 1 3.000 0.40299 4 WiggleZ -0.84 -0.48 Aa LERG 1 1 -1 J110531.01+043902.8 166.379240 4.650790 15.142 0.036 14.929 0.074 11.989 0.000 8.992 0.000
J110531.97+060909.5 587732701257924737 166.38325 6.15264 16.689 0.016 16.144 0.005 17.687 0.009 1 15.65 1 29.100 0.15308 5 SDSS 2.34 0.45 NA LERG 1 -1 -1 J110531.97+060909.5 166.383250 6.152640 13.528 0.025 13.255 0.029 11.969 0.304 9.150 0.000
J110532.05+073730.9 587732578849456231 166.38357 7.62526 16.526 0.012 15.988 0.005 17.614 0.008 2 8.35 4 69.000 0.15472 5 SDSS 0.36 0.17 NA LERG 1 -1 -1 J110532.05+073730.9 166.383570 7.625260 13.552 0.026 13.303 0.032 12.238 0.408 8.803 0.000
J110533.44-003808.8 587722982270959825 166.38937 -0.63579 20.080 0.060 19.419 0.024 21.138 0.060 1 1.40 0 -99.000 0.60813 3 SDSS 2.72 3.24 NA LERG 1 -1 -1 J110533.44-003808.8 166.389370 -0.635790 15.036 0.036 14.477 0.054 11.225 0.173 8.077 0.000
J110536.02+005240.3 587722984418443411 166.40008 0.87786 14.808 0.008 14.301 0.002 15.599 0.003 1 0.93 0 -99.000 0.07068 5 SDSS 2.17 0.21 NA LERG 1 -1 -1 J110536.02+005240.3 166.400080 0.877860 11.951 0.023 11.967 0.022 11.112 0.144 8.416 0.000
J110536.54+064350.7 587732577775714465 166.40226 6.73076 20.540 0.085 20.240 0.045 20.670 0.033 3 23.57 1 25.400 1.24500 4 WiggleZ .. .. AeB AeB 1 1 -1 J110536.54+064350.7 166.402260 6.730760 16.457 0.080 16.032 0.189 12.408 0.000 8.522 0.000
J110538.92+045018.2 587728880345678542 166.41221 4.83841 20.328 0.132 19.679 0.040 22.393 0.217 1 30.25 1 31.800 0.51982 4 WiggleZ 17.20 30.10 Ae HERG 1 1 -1 J110538.92+045018.2 166.412210 4.838410 15.459 0.042 15.307 0.096 12.183 0.000 8.895 0.000
J110538.99+020257.3 587726032242606125 166.41246 2.04927 15.996 0.006 15.424 0.004 16.157 0.004 1 212.83 2 272.300 0.10549 5 SDSS .. .. AeB AeB 1 -1 -1 J110538.99+020257.3 166.412460 2.049270 11.770 0.023 10.961 0.021 8.586 0.027 6.305 0.066
J110542.72+020250.8 587726032242606132 166.42801 2.04746 18.615 0.014 18.463 0.012 18.672 0.010 1 1.21 0 -99.000 0.45469 5 SDSS .. .. AeB AeB 1 -1 -1 J110542.72+020250.8 166.428010 2.047460 14.753 0.032 13.942 0.042 10.777 0.118 8.006 0.260
J110544.46+072728.1 587732702868603160 166.43528 7.45782 18.863 0.057 18.268 0.015 20.553 0.053 1 1.20 1 2.800 0.38885 4 WiggleZ -0.89 -0.42 Aa LERG 1 1 -1 J110544.46+072728.1 166.435280 7.457820 14.836 0.035 14.761 0.071 11.740 0.000 9.030 0.000
J110548.13+022203.6 587728308564590609 166.45055 2.36769 20.932 0.177 19.507 0.051 23.435 0.696 2 17.22 1 17.900 0.79432 4 WiggleZ 0.99 1.64 Aa LERG 1 1 -1 J110548.13+022203.6 166.450550 2.367690 14.740 0.035 14.587 0.063 12.196 0.000 9.032 0.000
J110548.25+050324.9 588010359617224980 166.45105 5.05692 18.983 0.035 18.275 0.014 20.284 0.037 1 3.21 0 -99.000 0.31020 4 WiggleZ -2.09 -1.92 Aae LERG 1 1 -1 J110548.25+050324.9 166.451050 5.056920 15.003 0.037 14.736 0.069 12.445 0.000 8.603 0.000
J110551.07+062839.1 587732577238843522 166.46283 6.47753 17.128 0.013 16.600 0.005 18.246 0.010 2 7.94 1 12.600 0.16028 5 SDSS 1.22 0.50 NA LERG 1 -1 -1 J110551.07+062839.1 166.462830 6.477530 13.957 0.027 13.667 0.037 12.350 0.451 8.926 0.000
J110604.98+053142.1 588010360154095721 166.52078 5.52836 15.575 0.004 15.036 0.003 16.373 0.004 1 1.93 0 -99.000 0.07502 5 SDSS 11.00 1.07 NA LERG 1 -1 -1 J110604.98+053142.1 166.520780 5.528360 12.607 0.024 12.565 0.026 11.106 0.169 8.848 0.000
J110610.21+031914.5 587726033853284489 166.54255 3.32071 14.109 0.007 13.595 0.002 14.923 0.003 1 2.25 1 7.300 0.03120 5 SDSS 14.60 1.55 NA LERG 1 -1 -1 J110610.21+031914.5 166.542550 3.320710 11.525 0.023 11.580 0.021 9.688 0.046 8.380 0.300
J110613.82+043715.9 588010359080354396 166.55759 4.62109 20.889 0.152 19.989 0.045 22.320 0.182 1 2.81 0 -99.000 0.54200 4 WiggleZ 2.26 4.02 Aae LERG 1 1 -1 J110613.82+043715.9 166.557590 4.621090 15.853 0.056 15.713 0.149 12.224 0.000 8.905 0.000
J110618.21+062323.6 587732577238909326 166.57591 6.38989 21.115 0.223 20.443 0.051 22.873 0.217 1 4.84 1 5.000 0.53680 3 WiggleZ 3.74 5.60 Ae HERG 1 1 -1 J110618.21+062323.6 166.575910 6.389890 16.157 0.061 16.459 0.246 12.488 0.000 8.975 0.000
J110620.62+041634.2 588010358543483859 166.58593 4.27618 21.234 0.645 20.227 0.059 23.182 0.443 1 3.48 1 5.400 0.73504 3 WiggleZ -0.90 -1.18 Aa LERG 1 1 -1 J110620.62+041634.2 166.585930 4.276180 15.509 0.043 15.839 0.152 12.029 0.000 8.999 0.000
J110623.67+035645.5 587728879272002071 166.59865 3.94598 20.185 0.080 19.273 0.023 21.903 0.131 1 1.88 0 -99.000 0.49509 4 WiggleZ 1.31 0.84 Aa LERG 1 1 -1 J110623.67+035645.5 166.598650 3.945980 15.442 0.044 15.146 0.087 12.309 0.000 8.669 0.000
J110627.08+005838.8 587722984418574437 166.61285 0.97747 16.224 0.015 15.682 0.004 17.266 0.006 1 2.57 1 3.800 0.12831 5 SDSS 5.91 1.02 NA LERG 1 -1 -1 J110627.08+005838.8 166.612850 0.977470 13.159 0.025 12.995 0.029 11.926 0.000 8.841 0.000
J110630.65+063333.8 587732701794926644 166.62774 6.55940 14.841 0.004 14.393 0.002 15.432 0.003 1 2.79 1 2.500 0.04018 5 SDSS 83.10 20.90 NA SF 1 -1 -1 J110630.65+063333.8 166.627740 6.559400 11.890 0.022 11.439 0.022 7.665 0.019 4.570 0.026
J110633.12+062517.8 587732577238909068 166.63802 6.42163 17.036 0.012 16.655 0.006 18.095 0.009 1 1.46 1 4.900 0.13115 5 SDSS -0.46 -0.06 NA LERG 1 -1 -1 J110633.12+062517.8 166.638020 6.421630 14.025 0.027 13.827 0.040 12.445 0.000 8.310 0.000
J110635.21+050154.2 588010359617291051 166.64675 5.03172 21.499 0.262 20.234 0.066 22.990 0.354 1 20.96 1 21.500 0.77217 4 WiggleZ -0.33 -1.15 Aa LERG 1 1 -1 J110635.21+050154.2 166.646750 5.031720 15.316 0.040 15.224 0.091 12.077 0.000 8.937 0.000
J110635.66+064354.9 587732577775779988 166.64862 6.73192 17.545 0.017 16.976 0.008 18.783 0.015 2 10.15 1 33.169 0.20671 5 SDSS 4.86 1.44 NA LERG 1 -1 -1 J110635.66+064354.9 166.648620 6.731920 14.227 0.029 13.872 0.039 12.081 0.000 9.019 0.000
J110640.54+054616.0 587728881419551011 166.66894 5.77114 19.385 0.059 18.684 0.021 20.829 0.065 3 69.83 2 98.500 0.33207 4 WiggleZ 0.84 1.16 Aa LERG 1 1 -1 J110640.54+054616.0 166.668940 5.771140 15.668 0.049 15.385 0.110 12.491 0.000 8.980 0.000
J110642.28+061346.0 587732701258055885 166.67619 6.22947 19.843 0.072 19.023 0.024 21.687 0.146 1 1.29 0 -99.000 0.45243 4 WiggleZ -1.49 -1.29 Aa LERG 1 1 -1 J110642.28+061346.0 166.676190 6.229470 15.297 0.040 15.279 0.100 12.608 0.000 8.869 0.000
J110644.86+035645.8 587728879272001735 166.68695 3.94608 19.430 0.032 19.016 0.015 19.661 0.017 1 2.76 1 4.300 1.72335 4 SDSS .. .. AeB AeB 1 -1 -1 J110644.86+035645.8 166.686950 3.946080 15.805 0.051 14.483 0.059 11.899 0.341 8.964 0.000
J110649.47+052742.7 588010360154161968 166.70612 5.46187 20.953 0.168 19.850 0.045 22.703 0.241 1 7.17 1 7.600 0.52021 3 WiggleZ 0.45 0.74 Aa LERG 1 1 -1 J110649.47+052742.7 166.706120 5.461870 15.528 0.043 15.296 0.094 12.684 0.000 8.911 0.000
J110649.65+023016.5 587726032779608178 166.70689 2.50460 17.210 0.016 16.730 0.006 18.291 0.011 1 1.67 0 -99.000 0.15672 5 SDSS 1.26 0.43 NA LERG 1 -1 -1 J110649.65+023016.5 166.706890 2.504600 14.034 0.028 13.754 0.038 11.901 0.000 8.690 0.000
J110650.51-004840.3 587722982271156400 166.71049 -0.81122 17.926 0.034 17.181 0.010 19.534 0.036 2 13.94 1 22.400 0.36343 5 SDSS 2.41 1.06 NA LERG 1 -1 -1 J110650.51-004840.3 166.710490 -0.811220 14.123 0.029 13.860 0.037 12.345 0.000 8.699 0.000
J110651.14-005955.9 588848898833121453 166.71309 -0.99888 15.722 0.006 15.220 0.003 16.645 0.005 1 84.54 1 82.400 0.11294 5 SDSS 13.90 2.53 NA LERG 1 -1 -1 J110651.14-005955.9 166.713090 -0.998880 12.836 0.023 12.680 0.026 10.882 0.143 8.658 0.393
J110653.64+011459.2 587726031168995396 166.72354 1.24980 16.046 0.007 15.675 0.004 16.927 0.006 1 1.58 0 -99.000 0.10547 4 SDSS 3.82 0.66 NA SF 1 -1 -1 J110653.64+011459.2 166.723540 1.249800 13.132 0.034 12.820 0.037 9.115 0.046 7.104 0.169
J110656.25+001944.8 588848900443734252 166.73438 0.32912 18.628 0.035 17.979 0.013 20.286 0.034 1 2.60 1 3.100 0.37446 5 SDSS 1.33 0.22 NA LERG 1 -1 -1 J110656.25+001944.8 166.734380 0.329120 14.627 0.031 14.453 0.054 11.869 0.000 8.346 0.000
J110657.83-010549.1 587722981734285420 166.74098 -1.09697 17.381 0.014 16.886 0.008 18.467 0.012 1 1.36 0 -99.000 0.08969 4 SDSS 5.25 1.50 NA SF 0 -1 -1 J110657.83-010549.1 166.740980 -1.096970 13.362 0.024 12.989 0.029 9.091 0.033 7.151 0.131
J110659.00+070909.2 587732578312716345 166.74587 7.15258 16.286 0.006 15.950 0.004 16.593 0.004 1 2.35 0 -99.000 0.06847 4 SDSS 69.60 15.10 NA SF 1 -1 -1 J110659.00+070909.2 166.745870 7.152580 13.399 0.025 13.060 0.029 8.743 0.029 6.420 0.069
J110659.24+040353.5 587728879272067257 166.74684 4.06487 17.485 0.032 16.824 0.009 18.735 0.025 2 3.87 1 6.800 0.24538 5 SDSS 1.96 0.46 NA LERG 1 -1 -1 J110659.24+040353.5 166.746840 4.064870 14.298 0.030 13.982 0.042 12.520 0.000 9.008 0.000
J110703.45+042625.4 587728879808938396 166.76439 4.44041 19.925 0.119 18.834 0.028 21.706 0.186 2 4.71 1 7.700 0.52065 4 WiggleZ -3.38 -3.59 Aa LERG 1 1 -1 J110703.45+042625.4 166.764390 4.440410 14.973 0.039 14.922 0.082 11.923 0.000 8.478 0.000
J110704.26+013028.7 587728307490979979 166.76777 1.50799 18.201 0.035 17.337 0.013 19.741 0.050 1 2.59 1 3.500 0.39803 5 SDSS 2.63 0.61 NA LERG 1 -1 -1 J110704.26+013028.7 166.767770 1.507990 14.156 0.029 14.016 0.043 12.133 0.000 8.792 0.000
J110705.14+005137.2 587722984418640193 166.77144 0.86035 20.558 0.175 19.793 0.050 21.679 0.128 1 0.71 0 -99.000 0.70936 4 WiggleZ 12.40 10.40 Ae HERG 1 1 -1 J110705.14+005137.2 166.771440 0.860350 15.198 0.038 14.805 0.071 10.400 0.083 7.702 0.193
J110708.25-001455.7 587722982808027256 166.78440 -0.24882 20.842 0.135 19.784 0.039 22.630 0.231 1 2.46 1 2.500 0.52191 3 WiggleZ -1.25 -1.96 Aa LERG 1 1 -1 J110708.25-001455.7 166.784400 -0.248820 15.679 0.049 15.396 0.099 12.560 0.000 8.900 0.000
J110709.50+054744.7 587728881419550815 166.78961 5.79576 19.213 0.023 18.925 0.017 19.309 0.013 3 17.90 2 16.800 1.79872 4 SDSS .. .. AeB AeB 1 -1 -1 J110709.50+054744.7 166.789610 5.795760 15.813 0.053 14.435 0.056 11.778 0.276 8.364 0.000
J110710.12+063630.2 587732701794992403 166.79220 6.60841 18.323 0.037 17.308 0.013 19.492 0.047 1 7.78 1 10.207 0.38751 4 SDSS 21.10 10.10 NA HERG 1 -1 -1 J110710.12+063630.2 166.792200 6.608410 14.380 0.030 14.186 0.047 11.641 0.257 8.677 0.000
J110714.48+034712.5 588010358006743465 166.81036 3.78681 19.863 0.060 19.161 0.023 20.925 0.062 1 6.18 1 3.245 0.24655 4 WiggleZ 4.26 14.20 SF HERG 1 1 -1 J110714.48+034712.5 166.810360 3.786810 15.354 0.043 14.629 0.061 10.704 0.123 7.998 0.264
J110714.78-004010.7 587722982271156761 166.81161 -0.66966 20.479 0.118 19.511 0.040 22.053 0.189 1 2.23 1 6.500 0.43982 3 WiggleZ 3.27 5.28 Aa HERG 1 1 -1 J110714.78-004010.7 166.811610 -0.669660 15.317 0.041 14.441 0.056 11.590 0.283 8.618 0.438
J110715.88+053306.7 588010360154226731 166.81620 5.55186 19.049 0.019 19.040 0.018 19.163 0.014 2 464.49 1 495.020 0.88462 5 WiggleZ .. .. AeB AeB 1 1 -1 J110715.88+053306.7 166.816200 5.551860 14.580 0.031 13.649 0.038 11.445 0.235 8.577 0.424
J110725.65+064852.2 587732577775911127 166.85687 6.81451 19.555 0.067 18.703 0.022 21.046 0.079 1 6.13 1 6.800 0.44535 4 WiggleZ 1.65 1.77 Aa LERG 1 1 -1 J110725.65+064852.2 166.856870 6.814510 15.146 0.037 14.997 0.080 11.851 0.000 8.785 0.000
J110727.06+054703.8 587728881419616605 166.86276 5.78440 19.149 0.071 18.607 0.024 20.089 0.045 1 2.56 0 -99.000 0.31895 4 WiggleZ 5.47 5.41 SF HERG 1 1 -1 J110727.06+054703.8 166.862760 5.784400 15.281 0.040 14.526 0.059 10.660 0.102 8.482 0.402
J110727.43-002607.1 588848899370058017 166.86431 -0.43531 20.356 0.132 20.424 0.042 20.804 0.031 1 1.81 0 -99.000 1.34840 3 2SLAQ_QSO .. .. AeB AeB 1 -1 -1 J110727.43-002607.1 166.864310 -0.435310 16.583 0.087 15.432 0.118 12.503 0.000 8.566 0.000
J110728.28+070032.8 587732702331928777 166.86783 7.00913 19.197 0.057 18.549 0.020 20.797 0.065 1 1.03 1 3.500 0.35774 4 WiggleZ 0.59 0.99 Aae LERG 1 1 -1 J110728.28+070032.8 166.867830 7.009130 15.105 0.038 14.883 0.072 12.490 0.000 8.602 0.000
J110730.54+031522.1 587726033853415587 166.87727 3.25615 17.342 0.015 16.773 0.007 18.339 0.012 1 2.13 0 -99.000 0.15846 5 SDSS 2.16 0.61 NA LERG 1 -1 -1 J110730.54+031522.1 166.877270 3.256150 14.086 0.028 13.824 0.038 12.102 0.000 8.805 0.000
J110731.38+002927.3 587722983881835146 166.88075 0.49092 21.601 0.266 20.058 0.053 23.185 0.386 1 3.12 1 5.400 0.68194 3 WiggleZ -0.96 -1.62 Aa LERG 1 1 -1 J110731.38+002927.3 166.880750 0.490920 15.591 0.047 15.356 0.108 12.713 0.000 8.298 0.000
J110732.04+005356.8 587722984418705576 166.88353 0.89912 18.706 0.076 18.121 0.016 20.230 0.045 1 0.63 0 -99.000 0.34732 4 WiggleZ -0.32 -0.19 Aae LERG 1 1 -1 J110732.04+005356.8 166.883530 0.899120 14.821 0.033 14.682 0.063 11.702 0.000 8.845 0.000
J110732.17+003636.0 587722983881835331 166.88406 0.61000 21.356 0.266 19.801 0.110 22.065 0.363 1 1.20 0 -99.000 0.77396 3 WiggleZ -6.02 -13.00 Aa LERG 1 1 -1 J110732.17+003636.0 166.884060 0.610000 15.996 0.059 15.825 0.149 12.234 0.405 8.945 0.000
J110732.70+034142.7 587728878735262213 166.88627 3.69522 20.151 0.285 20.112 0.097 23.148 0.853 1 1.59 0 -99.000 0.72154 3 WiggleZ -0.82 -1.73 Aae LERG 1 1 -1 J110732.70+034142.7 166.886270 3.695220 15.570 0.045 15.543 0.129 12.446 0.000 8.816 0.000
J110733.31+062426.8 587732577239040153 166.88882 6.40746 16.715 0.026 16.199 0.005 17.998 0.011 1 14.38 1 19.200 0.20687 5 SDSS -0.37 -0.04 NA LERG 1 -1 -1 J110733.31+062426.8 166.888820 6.407460 13.378 0.026 13.094 0.029 11.944 0.000 8.464 0.000
J110734.67+061218.4 587732701258186926 166.89448 6.20513 19.077 0.041 18.339 0.015 20.420 0.054 1 3.01 1 2.200 0.37872 3 WiggleZ 1.83 2.22 Aa LERG 1 1 -1 J110734.67+061218.4 166.894480 6.205130 14.750 0.033 14.506 0.056 12.416 0.000 8.722 0.000
J110741.94+002608.3 587722983881834542 166.92478 0.43564 15.958 0.003 15.413 0.003 16.426 0.004 1 1.78 1 2.900 0.06590 4 SDSS 28.20 2.94 NA SF 1 -1 -1 J110741.94+002608.3 166.924780 0.435640 12.708 0.023 12.402 0.023 8.274 0.023 5.576 0.040
J110742.44+062932.7 587732577239040225 166.92685 6.49243 18.698 0.032 18.058 0.012 20.423 0.044 1 2.57 1 6.700 0.33750 5 SDSS 1.27 0.28 NA LERG 1 -1 -1 J110742.44+062932.7 166.926850 6.492430 14.670 0.030 14.449 0.052 12.249 0.000 8.932 0.000
J110743.84+035707.9 587728879272133118 166.93269 3.95221 21.229 0.191 20.370 0.054 22.184 0.151 1 1.45 1 4.400 0.56436 4 WiggleZ 2.41 5.72 Ae LERG 1 1 -1 J110743.84+035707.9 166.932690 3.952210 15.892 0.054 15.660 0.131 12.104 0.000 8.434 0.000
J110744.44+072537.7 587732702868799753 166.93518 7.42716 19.363 0.059 18.710 0.021 20.953 0.074 1 3.87 1 4.300 0.43910 5 SDSS -0.88 -0.24 NA LERG 1 -1 -1 J110744.44+072537.7 166.935180 7.427160 15.096 0.037 14.881 0.070 12.446 0.000 8.977 0.000
J110744.83+045939.4 588010359617421426 166.93679 4.99428 16.713 0.013 16.255 0.004 17.832 0.008 1 2.57 1 3.300 0.15757 5 SDSS 2.32 0.34 NA LERG 1 -1 -1 J110744.83+045939.4 166.936790 4.994280 13.577 0.026 13.343 0.031 12.051 0.000 8.624 0.000
J110748.18+040019.6 587728879272132791 166.95075 4.00544 18.971 0.037 18.391 0.014 20.660 0.053 1 9.99 1 29.900 0.33033 4 WiggleZ 5.24 2.81 Aa LERG 1 1 -1 J110748.18+040019.6 166.950750 4.005440 14.945 0.035 14.633 0.062 12.027 0.329 8.866 0.000
J110749.74+035612.0 587728879272133513 166.95726 3.93667 20.780 0.190 19.500 0.036 22.074 0.193 1 2.33 1 2.879 0.67058 3 WiggleZ 0.28 0.43 Aa LERG 1 1 -1 J110749.74+035612.0 166.957260 3.936670 15.197 0.038 15.288 0.099 12.583 0.000 8.697 0.000
J110749.84+020142.7 587726032242868584 166.95768 2.02854 19.416 0.333 18.781 0.024 20.849 0.071 1 6.97 1 6.300 0.33061 3 WiggleZ 1.62 3.08 Aa LERG 1 1 -1 J110749.84+020142.7 166.957680 2.028540 15.615 0.048 15.359 0.108 12.360 0.000 8.972 0.000
J110750.30+040624.7 587728879272132798 166.95960 4.10687 18.890 0.038 18.294 0.013 20.509 0.048 1 3.46 1 11.500 0.35392 4 WiggleZ 0.27 0.25 Aa LERG 1 1 -1 J110750.30+040624.7 166.959600 4.106870 14.842 0.034 14.570 0.055 11.953 0.000 8.429 0.000
J110754.24+033556.2 587728878735262335 166.97602 3.59897 20.185 0.100 19.214 0.027 22.311 0.241 1 2.96 1 4.100 0.50891 3 WiggleZ -0.39 -0.98 Aa LERG 1 1 -1 J110754.24+033556.2 166.976020 3.598970 15.222 0.041 15.185 0.098 12.141 0.000 8.895 0.000
J110756.49+055640.5 588010360691163305 166.98539 5.94460 16.164 0.008 15.282 0.004 16.867 0.007 1 3.26 1 4.000 0.07814 3 SDSS 19.90 4.55 NA SF 1 -1 -1 J110756.49+055640.5 166.985390 5.944600 12.577 0.031 12.168 0.031 8.318 0.035 6.321 0.101
J110757.24+050329.7 588010359617422129 166.98851 5.05826 21.143 0.247 20.233 0.050 23.316 0.366 1 2.92 0 -99.000 0.74226 3 WiggleZ 0.00 0.01 Aa LERG 1 1 -1 J110757.24+050329.7 166.988510 5.058260 15.208 0.039 15.233 0.098 12.497 0.000 8.920 0.000
J110759.60+024314.6 587728309101658309 166.99834 2.72074 15.179 0.005 14.505 0.003 15.623 0.003 1 1.15 0 -99.000 0.05779 5 SDSS 13.50 2.22 NA SF 1 -1 -1 J110759.60+024314.6 166.998340 2.720740 12.473 0.024 12.346 0.025 8.493 0.027 6.070 0.049
J110800.98+072632.2 587732702868865044 167.00411 7.44229 14.971 0.021 14.298 0.003 15.340 0.003 1 7.68 1 10.200 0.04113 5 SDSS 21.10 2.44 NA SF 1 -1 -1 J110800.98+072632.2 167.004110 7.442290 11.722 0.023 11.447 0.022 7.538 0.019 4.803 0.030
J110802.67+024601.5 587728309101658334 167.01115 2.76709 16.379 0.010 15.835 0.004 17.438 0.007 5 62.61 2 94.400 0.15778 5 SDSS -1.54 -0.26 NA LERG 1 -1 -1 J110802.67+024601.5 167.011150 2.767090 13.321 0.026 13.087 0.030 12.417 0.000 8.895 0.000
J110802.71+041014.6 588010358543680486 167.01132 4.17072 20.954 0.167 19.584 0.035 22.412 0.237 1 2.21 0 -99.000 0.72549 3 WiggleZ -1.62 -2.80 Aa LERG 1 1 -1 J110802.71+041014.6 167.011320 4.170720 14.846 0.035 14.800 0.068 12.514 0.000 8.894 0.000
J110805.90-001109.8 588848899906994386 167.02460 -0.18606 20.077 0.040 19.925 0.028 20.424 0.023 1 0.63 0 -99.000 0.80225 4 WiggleZ 12.00 78.60 Ae HERG 1 1 -1 J110805.90-001109.8 167.024600 -0.186060 15.516 0.045 14.863 0.079 12.385 0.479 8.453 0.324
J110806.55-002806.7 588848899370123523 167.02731 -0.46855 19.320 0.069 18.649 0.021 21.149 0.074 1 4.10 0 -99.000 0.40944 4 WiggleZ -1.43 -1.32 Aae LERG 1 1 -1 J110806.55-002806.7 167.027310 -0.468550 15.168 0.037 14.978 0.078 12.389 0.000 8.610 0.000
J110806.56+050405.2 588010359617421521 167.02736 5.06813 18.726 0.043 18.155 0.013 20.324 0.042 1 4.08 1 5.900 0.32759 4 WiggleZ -0.55 -0.48 Aa LERG 1 1 -1 J110806.56+050405.2 167.027360 5.068130 14.897 0.035 14.542 0.055 11.850 0.000 8.778 0.000
J110810.22+071910.2 587732578312847862 167.04260 7.31951 20.583 0.106 19.493 0.032 21.952 0.128 1 1.06 0 -99.000 0.47190 4 WiggleZ 0.97 1.33 Aa LERG 1 1 -1 J110810.22+071910.2 167.042600 7.319510 15.578 0.045 15.549 0.120 12.376 0.444 8.841 0.000
J110811.32+001429.9 588848900443865321 167.04718 0.24165 20.172 0.039 19.884 0.026 20.017 0.017 1 12.26 1 10.782 1.72775 4 WiggleZ .. .. AeB AeB 1 0 -1 J110811.32+001429.9 167.047180 0.241650 16.769 0.102 15.761 0.162 12.206 0.000 8.642 0.000
J110812.39+023750.4 587728309101723766 167.05165 2.63068 16.506 0.013 16.113 0.005 17.592 0.007 1 10.54 1 10.500 0.13489 5 SDSS -1.70 -0.22 NA LERG 1 -1 -1 J110812.39+023750.4 167.051650 2.630680 13.653 0.026 13.454 0.035 11.789 0.000 8.863 0.000
